description,labels
oscar host rock to keep it clean  oscar host chris rock said he will steer clear of bad language when he fronts the awards on  february  the comedian who recently got into trouble for poking fun at the ceremony is renowned for his heavy use of expletives during his standup routine the live ceremony will be broadcast with a transmission delay on us network abc to ensure swear words are removed ive been on tv and been funny not cursing he said during an interview for cbs networks  minutes show as far as content is concerned i will talk about the movies im not really worried about it im sure abc might be more worried about it than me he added  the yearold comedian caused a furore when he said in an interview with us magazine entertainment weekly recently that he hardly ever watched the oscars and labelled awards ceremonies idiotic the shows producers defended rock and confirmed that he would still be presenting the oscar ceremony saying his comments were humorous digs meanwhile the academy has announced that oscarnominated actress natalie portman will present an award at the ceremony portman who has been nominated for a best supporting actress gong for her role in mike nichols closer joins a growing list of stars set to bestow an award at the ceremony including dustin hoffman drew barrymore renee zellweger and britishborn actress kate winslet ,movie
spiderman creator wins profits  spiderman creator stan lee is to get a multimillion dollar windfall after winning a court battle with comic book company marvel  a judge has upheld lees demand for  of marvels profits from the hugely successful spiderman films spiderman and its sequel made bn m at box offices worldwide of the cut now due to lee  who created spiderman in  his lawyer said it could be tens of millions of dollars thats no exaggeration us district court judge robert w sweet ruled lee should get a tenth of profits generated since november  by marvel tv and movie productions involving the companys characters lee took legal action in  saying marvel shut him out of jackpot profits from the first blockbuster film  he said the company  where he worked for more than  years  had gone back on agreement to give him the  as well as spiderman lee cocreated the incredible hulk xmen daredevil and fantastic four characters he said i am gratified by the judges decision although since i am deeply fond of marvel and the people there i sincerely regret that the situation had to come to this the ruling also means he is entitled to a slice of profits from dvd sales and certain merchandise marvel said it would appeal and did not expect the decision to impact on financial forecasts for  and beyond the new york court did not rule on lees claims to a share of profits from some spiderman and hulk movie merchandise which will be decided at a future trial marvel said ,movie
berlin applauds hotel rwanda  political thriller hotel rwanda was given a rousing reception by spectators at the berlin film festival on saturday  the movies star don cheadle also received a standing ovation when he stepped onto the stage after the show the film is the true story of the hotel manager who saved  tutsis from death during the rwandan genocide the film showing out of competition in berlin is nominated for three oscars including best actor for cheadle sophie okonedo who plays cheadles wife tatiana is nominated for best supporting actress the film is also in the running for best original screenplay cheadle was joined on stage at berlin by paul rusesabagina the hotel manager he plays in the film mr rusesabaginas wife and his extended family who fled rwanda and now live in belgium mr rusesabagina used his influence as a prominent hutu businessman to shelter potential victims of the rwandan genocide contacting dignitaries including bill clinton the king of belgium as well as the french foreign ministry hotel rwanda is one of two films addressing the genocide at the th berlin film festival which runs until  february sometimes in april is a feature by raoul peck competing for the festivals coveted golden and silver bear awards the film was made exclusively in rwanda whereas hotel rwanda was shot mostly in south africa with some scenes made in kigali ,movie
british stars denied major oscars  british hopes of winning major oscars were dashed as uk stars failed to win acting and directing prizes  despite three nominations mike leighs vera drake failed to take the director or screenplay awards and there was no prize for star imelda staunton kate winslet also lost to best actress hilary swank while clive owen and sophie okonedo failed to win best supporting actor awards the uks andrea arnold won the short film award for her gritty drama wasp  arnold who presented childrens television shows number  and motormouth in the s said it was totally overwhelming to win wasp tells the story of a single mother living on the breadline beating films by fellow uk nominees gary mckendry and ashvin kumar  everyone worked extremely hard  they know who they are arnold said as she accepted the prize the beers are on me when we get home earlier british costume designer sandy powell won the oscar for the aviator beating finding neverlands uk designer alexandra byrne in the process im very thrilled for the film and all the people who worked with me said ms powell hopefully ill be staying up to celebrate  ive been sick for three days and want to make it through the night the british visual effects team behind harry potter and the prisoner of azkaban were less fortunate however losing the oscar in that category to spiderman  before sundays ceremony owen was bookmakers favourite for his role in romantic drama closer that had already clinched him a golden globe award it was the first time actress okonedo had been shortlisted chosen for her performance in hotel rwanda about the  rwandan genocide it was also a debut nomination for staunton  who played abortionist vera drake in mike leighs film  leigh had previously received three oscar nominations for secrets and lies and topsy turvy winslet said she was ecstatic about the fourth oscar nomination of her career this time for her lead role in eternal sunshine of the spotless mind among other british talent nominated for oscars composer andrew lloyd webber and lyricist charles hart were nominated for best original song for learn to be lonely from the phantom of the opera movie that award was won by al otro lado del rio from the motorcycle diaries cinematographer john mathieson who was nominated for gladiator in  was also up for the phantom of the opera but lost to the aviator finding neverland garnered another nomination for british talent with gemma jackson shortlisted for the art direction prize she lost in that category to the aviator a spokesman for the uk film council said it is disappointing not to have more british winners he added it was extraordinary to have  british nominees in the initial list of nominees ,movie
neeson in bid to revive theatre  hollywood film star liam neeson has held a dinner party in new york to promote belfasts lyric theatre  the ballymenaborn actor said that the theatre on ridgeway street was in a very dilapidated condition lyric chairman david johnston has said that rebuilding the theatre at a cost of m is the only answer mr neeson said that the idea was to get a bunch of healthy wealthy irish americans in one room and ask them to help with fundraising  the oscarnominated actor whose films include schindlers list michael collins and star wars the phantom menace said the lyric is too important to the cultural and social life of northern ireland for this building to crumble and fall apart it gave me a start professionally mary omalley the founder of the theatre gave me my future in those days in the mids when i was there we were doing a play every four weeks belfast was not a pretty town to be living in there was serious trouble as you know but this theatre was like a belisha beacon of light and hope six nights a week doing everything from shakespeare to yeats to ocasey with a group of actors and actresses that affected me very deeply and still do the lyric began  years ago but the doors opened at its present site on the stranmillis embankment overlooking the river lagan in   as well as liam neeson it also launched the careers of adrian dunbar and stephen rea and playwrights such as martin lynch and gary mitchell speaking to bbc northern ireland before the event at new yorks soho house mr neeson said that his spirit belonged to the glens of antrim and he said that there was one figure from his childhood that he would love to portray on the big screen  ian paisley he said that the dup leader and preacher was a very dynamic extraordinary figure neeson used to listen to his sermons on a friday night in ballymena he said what an orator he was from that old school of biblethumping righteousness but it was so dramatic i found him very powerful id love to get a chance to play him some time ,movie
mumbai bombs movie postponed  the release of a film about the mumbai bombay blasts in  has been postponed following protests by those on trial for the bombings  investigating the blasts which killed more than  people and wounded  the film black friday had been due to open across india on friday but  people accused in connection with the blasts said it should not be screened until the trial is over mumbai high court postponed the films launch until  february  black friday is based upon the novel of the same name written by journalist s hussain zaidi which looks at the  explosions which rocked mumbai on  march  director anurag kashyap said the films release should not be delayed as the book has already been on sale for two years if you have not gone against the book then how can you go against the movie mr kashyaps lawyer mihir desai said this is the second time that those accused in connection with the blasts have sought legal intervention regarding the film  they previously asked that a line from the movies poster which claimed the film portrayed the true story of the bombay bomb blasts be removed their lawyer majeed memon said we had argued that how can a film say it is telling the true story when the court itself is struggling to find the truth so we said they should remove the line from their promotional posters and they did give us an assurance that they would do so the mumbai bombings case is one of indias longestrunning trials a special court was set up to hear the case and regular hearings have taken place there for the last nine years with more than six hundred witnesses questioned ,movie
adventure tale tops awards  young book fans have voted fergus crane a story about a boy who is taken on an adventure by a flying horse the winner of two smarties book prizes  paul stewart and chris riddells book came top in the category for six to eightyearolds and won the award chosen by afterschool club members sally grindleys spilled water about a chinese girl sold as a servant was top in vote of readers aged nine to  biscuit bear by mini grey took the top award in the underfive category winners were voted for by about  children from a shortlist picked by an adult panel  the prize which is celebrating its th year is billed as the uks biggest childrens book award fergus crane includes text by stewart and illustrations by riddell who also created the edge chronicles together as well as the six to eights prize it won the children special award voted for by afterschool club members julia eccleshare chair of the adult judging panel said childrens literature had never looked stronger in the prizes  years this award counts because the final choice of winners is made by children who are the toughest critics of all she said this years young judges chose the winners from an exceptionally strong and varied shortlist which showcases the very best in childrens books today previous winners have included jk rowling jacqueline wilson and dick kingsmith ,book
arthur hailey king of the bestsellers  novelist arthur hailey who has died at the age of  was known for his bestselling pageturners exploring the inner workings of various industries from the hotels to high finance  born in luton bedfordshire on  april  hailey was the only child of working class parents they could not afford to keep him in school beyond the age of  he served as a pilot with the royal air force during world war ii flying fighter planes to the middle east it was an occupation that was later to feature in his authorial debut the television screenplay flight into danger hailey emigrated to canada in  where he eventually became a citizen he wanted to be a writer from an early age but did not take it up professionally until his midthirties when he was inspired to write his first screenplay while on a return flight to toronto  i fell to daydreaming i visualised the pilots at the controls and wondered what would happen if they both got sick could i fly the airplane i was a rusty wartime pilot who hadnt flown for nine years  hailey later recalled the canadian broadcasting corporation bought flight into danger for   and it was shown on tv in april  it was later memorably spoofed in the  comedy airplane starring leslie nielsen hailey worked as a screenwriter for a couple of years before turning to novels he went on to produce  bestselling books which were published into  languages in  countries flight into danger was adapted to become haileys first novel runaway zeroeight in  the final diagnosis and in high places followed both achieving a popular following but it was not until hotel in  that hollywood came calling the hit novel took four years to write and stayed on national bestseller lists for a full year it was turned into a movie in  and later adapted into a glossy soap in the s starring james brolin airport  arguably remains haileys bestloved work and prompted the disaster movie genre the thriller follows events in the sky and on the ground at a snowlogged airport when a terrorist boards an airplane with a bomb  the book was adapted into a hit film in  starring burt lancaster as the harassed aiport manager and dean martin as a womanising pilot alongside jean seberg and jacqueline bisset in a testament to the popularity of the fledgling disaster genre  three sequels followed the writer was known for his painstaking research into the professions around which each novel was centred drawing his characters from real life and taking up to three years to produce each book i have never been able to write quickly or easily i am too selfcritical for that i am never satisfied he once said in  he moved to nassau in the bahamas with his wife sheila wheels  the moneychangers  and overload  followed despite a lukewarm response from critics and few literary accolades hailey was at the height of his fame in the seventies and continued to attract the attention of hollywood producers strong medicine haileys blockbuster focusing on the pharmaceutical industry was turned into a film in  starring sam neill douglas fairbanks jr and a panoply of former soap stars the  novel detective proved to be haileys final book when at the age of  he decided to retire haileys health began to deteriorate in recent years twice undergoing heart surgery he suffered a stroke just two months ago he died in his sleep on wednesday after dinner with his wife and two of his six children at his home in new providence island he had a wonderful life his greatest ambition was to see his name on a book and he certainly achieved that said his wife sheila ,book
spark heads world booker list  dame muriel spark is among three british authors who have made the shortlist for the inaugural international booker prize  doris lessing and ian mcewan have also been nominated mcewan and margaret atwood are the only nominees to have previously won the main booker prize the new  award is open to writers of all nationalities who write in english or are widely translated the prize commends an author for their body of work instead of one book  gabriel garcia marquez saul bellow milan kundera and john updike also feature on the strong list of world literary figures  but other past winners of the regular booker prize such as salman rushdie jm coetzee and kazuo ishiguro have failed to make the shortlist the prize which will be awarded in london in june will be given once every two years it will reward an author  who must be living  for continued creativity development and overall contribution to fiction on the world stage an author can only win once the international award was started in response to criticisms that the booker prize is only open to british and commonwealth authors    margaret atwood canada saul bellow canada gabriel garcia marquez colombia gunter grass germany ismail kadare albania milan kundera czech republic stanislaw lem poland doris lessing uk ian mcewan uk naguib mahfouz egypt tomas eloy martinez argentina kenzaburo oe japan cynthia ozick us philip roth us muriel spark uk antonio tabucchi italy john updike us abraham b yehoshua israel ,book
paraguay novel wins us book prize  a novel set in th century paraguay has won the   fiction prize at the us national book awards  lily tucks the news from paraguay is a fictionalised tale about paraguayan leader francisco solano lopez and his irish mistress but the annual awards which were presented in new york on wednesday were not without controversy childrens author judy blume who was given an honourary medal used the ceremony to speak out over censorship  sales of blumes books have exceeded  million but her work  which features frank narratives about families religion and sexuality  is closely watched by the censors blume said the urge to ban is contagious it spreads like wildfire from community to community please speak out censors hate publicity her medal marks the second year in a row the honourary prize went to someone as notable for popular success as literary greatness last years honorary winner stephen king accused the industry during the  ceremony of snobbery against popular writers but his argument that the award should help sell books instead of honouring excellence is not shared by everyone  this years fiction panel overlooked highprofile works such as philip roths the plot against america and instead chose five littleknown books all by new yorkbased women one fiction judge stewart onan carried around a note written on a napkin that said i would hope that our caring more for the quality of a work than its sales figures make us a friend of books not an enemy the national book awards nonfiction prize was awarded to kevin boyles for arc of justice which focuses on a black familys fight to live in a white detroit neighbourhood in the s the award had created a lot of interest this year after the surprise inclusion of the of the  commission report looking into the events of the  september terrorist attacks on the us pete hautman won the young peoples literature prize for his novel godless the winner in the poetry category was jean valentine for door in the mountain new and collected poems  ,book
levy takes whitbread novel prize  orange prize winner andrea levy has seen her book small island win the whitbread novel of the year award  she is now favourite to win the overall prize after beating booker winner alan hollinghursts the line of beauty geraldine mccaughrean has picked up the childrens fiction award for the third time for not the end of the world all the category winners go through to compete for the whitbread book of the year title which carries with it a  prize a panel of judges including sir trevor mcdonald actor hugh grant and writer joanne harris will meet up on  january to decide the overall winner with the announcement being made later that evening  bookmaker william hill has placed londonbased levys novel as the  favourite to win  small island levys fourth novel is set in postwar england and centres on a landlady and her lodgers one is a jamaican who joined british troops to fight hitler but finds life difficult out of uniform when he settles in london the judges who included authors jenny colgan and amanda craig were full of praise for her writing what could have been a didactic or preachy prospect turns out to hilarious moving humane and eyepopping its hard to think of anybody not enjoying it wrote the judges the first novel section was won by susan fletcher for eve green beating the favourite jonathan strange and mr norrell by susanna clarke fletcher has recently graduated from graduated from the university of east anglia creative writing course waterstones fiction writer buyer suzie doore said it is great to see susan fletcher win in the first novel category as a relatively unknown author this award will give her exposure to a wider and mass audience that she may not have reached and is a perfect example of the influence of the whitbread fresh out of university she is certainly one to watch  in the biography category it was john guys the life of mary queen of scots that was picked as winner the judges called it an impressive and readable piece of scholarship which cannot fail but leave the reader moved and intrigued by this most tragic and likeable of queens guy has published many histories including tudor england he is a fellow at clare college cambridge and became a honorary research professor of the university of st andrews in  michael symmons roberts fourth collection of poems scooped the poetry award his works mixes mysticism erotica and philosophy through life death and resurrection as well as writing poetry symmons roberts also makes documentary films childrens winner mccaughrean who went into magazine publishing after studying teaching previously won the whitbread prize in  with a little lower than angels and in  with gold dust she has previously been the winner of the blue peter book of the year ,book
director nairs vanity project  indian film director mira nair has said she was thrilled to be given the chance to make william makepeace thackerays novel vanity fair  as the book has been a favourite through her life  the book is one of the classics of english literature  the story of scheming th century social climber becky sharp played in the film by reese witherspoon nair said that she jumped at the chance to work on the film which she has  controversially  made in a bollywood style including two songanddance routines in the films second half it was serendipity really  i was offered vanity fair by the studio focus features who had distributed monsoon wedding nair told bbc world services masterpiece programme they offered me their nextbest thing not realising that vanity fair had actually been one of my favourite novels since i was  years old in an irish catholic boarding school in india  since her  debut feature salaam bombay  nominated for the best foreign language oscar and winner of best first feature at cannes  nair has become one of indias most famous and respected directors she is not restricted to bollywood however  she followed salaam bombay with mississippi masala starring denzel washington and the perez family her first hollywood film  her career peaked with monsoon wedding in  which won the golden lion award at venice nairs indianstyle adaptation of vanity fair however has been attacked by critics in the us  where it only reached number eight at the box office in its opening week  who described the bollywood elements as jarring the film has a new ending with becky sharp running off for a new life in india but nair said that her film had picked up on the way thackeray  who was born in india but moved to england as a young man  had seen the world first when i was  it was becky sharp who is a completely memorable character because i recognised myself in her  i recognised all the ladies who did not want to be ladies who wanted to buck the system that they were in she said but it was the sort of novel i somehow kept at the side of my bed for many years and i would dip into every now and then and suddenly get completely mesmerised again as i got older and read it i think it was thackerays clarity  his clearsightedness about his own society the fact that he was born in india but came to england as a young man  that gave him the eyes of an outsider and yet he was an insider that perspective was something i really loved  nair also defended her decision to cast an american actress  reese witherspoon  as becky sharp despite the fact that all the rest of the cast are british or irish i cast intuitively  in my films i cast as many nonactors as i cast actors she said for me it is intuition  i have to fall in love with an actor it is a visceral response  thackeray describes becky sharp as a minx also shes described as someone whos tiny redheaded and thin reese had that completely minxlike irresistibility about her having won the role because she seemed physically perfectly suited to the part however witherspoon then became pregnant but nair said that though this had created the need for some filming tricks it had in fact also helped the film it was a selffulfilling prophesy  when i first met her husband actor ryan philippe i said knock her up wont you i need some flesh on the girl she joked im not a fan of the underfed los angeles actor at all this was for me about becky sharp being eventually a fullblown woman through the course of the film i love the luminosity that pregnancy brings i love the fleshiness i love the ample bosom  it gave me much more to play with nair explained how camera tricks had been used to disguise witherspoons bump in various scenes  including hiring a number of young boys in costumes to stand in front of her she runs she gets off coal carts she jumps off horses  she does everything nair said but theres also a certain carriage with horses that is going to wipe the screen at a certain moment because of the bump ,book
richard and judy choose top books  the  authors shortlisted for a richard and judy book award in  are hoping for a boost in sales following the success of this years winner  the tv couples interest in the book world coined the term the richard  judy effect and created the top two bestselling paperbacks of  so far the finalists for  include andrew taylors the american boy and robbie williams autobiography feel this years winner alice sebolds the lovely bones sold over one million joseph oconnors star of the sea came second and saw sales increase by  the best read award on richard madeley and judy finnigans channel  show is part of the british book awards david mitchells bookershortlisted novel cloud atlas makes it into this years top  along with several lesser known works  theres no doubt that this years selection of book club entries is the best yet if anything the choice is even wider than last time said madeley it was very hard to follow last years extremely successful list but we think this years books will do even better said richard and judy executive producer amanda ross we were spoiled for choice and it was tough getting down to only  from the  submitted ,book
da vinci film to star tom hanks  actor tom hanks and director ron howard are reuniting for the da vinci code an adaptation of the international bestselling novel by dan brown  distributor sony pictures said production will begin next year with a planned release in may  hanks will play robert langdon who is trying to solve the murder of a member of an ancient society that has protected dark secrets for centuries it will be hanks third collaboration with howard they previously worked together along with howards producing partner brian grazer on splash and apollo   hanks is one of hollywoods most bankable stars with his presence in a movie almost guaranteeing box office success browns book has become a publishing phenomenon consistently topping book charts in the uk and us it has sold more than eight million copies worldwide in little over two years it is a classic whodunit which centres on a global conspiracy surrounding the holy grail mythology and places heavy emphasis on symbols and cryptography its protagonist is a harvard professor likened to a contemporary indiana jones who also appeared in browns first book angels and demons the tale mixes art history with mythology semiotics with medieval history ,book
levy tipped for whitbread prize  novelist andrea levy is favourite to win the main whitbread prize book of the year award after winning novel of the year with her book small island  the book has already won the orange prize for fiction and is now  favourite for the  whitbread second favourite is a biography of mary queen of scots by john guy a panel of judges including sir trevor mcdonald actor hugh grant and writer joanne harris will decide the overall winner on tuesday  the five writers in line for the award won their respective categories  first novel novel biography poetry and childrens book  on  january small island levys fourth novel is set in postwar london and centres on a landlady and her lodgers one is a jamaican who joined british troops to fight hitler but finds life difficult out of uniform when he settles in the uk what could have been a didactic or preachy prospect turns out to hilarious moving humane and eyepopping its hard to think of anybody not enjoying it wrote the judges the judges called guys my heart is my own the life of mary queen of scots an impressive and readable piece of scholarship which cannot fail but leave the reader moved and intrigued by this most tragic and likeable of queens guy has published many histories including one of tudor england he is a fellow at clare college cambridge and became a honorary research professor of the university of st andrews in   the other contenders include susan fletcher for eve green which won the first novel prize fletcher has recently graduated from the university of east anglias creative writing course the fourth book in the running is corpus michael symmons roberts fourth collection of poems as well as writing poetry symmons roberts also makes documentary films geraldine mccaughrean is the final contender having won the childrens fiction category for the third time for not the end of the world mccaughrean who went into magazine publishing after studying teaching previously won the category in  with a little lower than angels and in  with gold dust ,book
mutant book wins guardian prize  a book about the evolution of mutants and the science of abnormality has won the guardian first book award   armand marie leroi a lecturer at londons imperial college scooped the  prize for mutants on the form varieties and errors of the human body it is profoundly cultured and beautifully written in the very best tradition of popular science writing today said judge claire armistead the award recognises and rewards new writing across fiction and nonfiction a panel of literary experts including novelists hari kunzru and ali smith director sir richard eyre and comedian alexei sayle chose the winner from a fivestrong shortlist  the shortlist included susanna clarkes jonathan strange and mr norrell a novel about the magic arts at the turn of the th century and the places in between rory stewarts account of his trek on foot across afghanistan what we found so impressive about armand marie lerois book was the scope of its reference its elegance and its inquisitiveness said ms armistead chair of the judges and the guardian literary editor while the subject matter of mutants unsettled some involved in the judging process the overwhelming majority found it fascinating she added her words were echoed by iris director sir richard eyre who called marie lerois work extraordinarily thought provoking the award for first time authors is open to books from genres including fiction poetry biography memoir history politics science and current affairs previous winners include white teeth by zadie smith in  which went on to become a bestseller ,book
france set for new da vinci novel  french booksellers are braced for a rush of interest after another book from the author of the da vinci code is translated into french  angels and demons by us author dan brown will go on sale on wednesday the da vinci code is set in paris  including the louvre  and has sold around one million copies in france the main character robert langdon also appears in angels and demons the da vinci code is being made into a film starring tom hanks angels and demons was written before the da vinci code which has sold more than  million copies worldwide and been translated into more than  languages since it was released in  angels and demons is set mainly in rome as symbologist robert langdon follows a yearold trail to try to uncover a plot by an ancient brotherhood the illuminati to blow up the vatican  the novel deals with moral issues such as the debate between science and religion and also seeks to uncover some of the mysteries surrounding the pope on his website brown wrote i think the reason angels and demons is raising eyebrows right now is that it opens some vatican closets most people dont even know exist but i think most people understand that an organisation as old and powerful as the vatican could not possibly have risen to power without acquiring a few skeletons in their closets such is the success of the da vinci code in france special tours have been organised to trace langdons footsteps including the the louvre museum and the saint sulpice church the louvre has also given permission for parts of the film version to be shot in the museum the film to be directed by a beautiful minds ron howard is due to start filming at the paris museum in may and stars hanks alongside french actress audrey tautou ,book
fantasy book wins hollywood deal  a british author has had the film rights to her childrens bestseller snapped up for a sevenfigure sum with ridley scott set to direct  michelle pavers wolf brother a fantasy set  years ago is the first in a planned series of six books film studio fox has bought the rights for around m m for scotts company scott free to develop the director said he was thrilled with the project wolf brother is an enchanting book he said paver who lives in london and previously worked as a lawyer began writing the book in  while studying biochemistry at oxford university  she was an established author of love stories when she turned the workinprogress into a childrens novel it was published in  with paver earning an advance of m m  the highest sum ever paid for a debut childrens book wolf brother tells the story of torak a yearold hunter who lives in the forest after his father is killed he teams up with a wolf cub and sets out to rid the forest of an evil force paver is currently writing the second book in the series michelle paver lives and breathes the worlds she writes about said a spokesman for the author ive told her about the film deal but at the moment she is writing the second book and her mind is  years away deep in the primeval forest ,book
the comic book genius of stan lee  stan lee the man responsible for a string of comic superheroes that have become household names has won a court battle for a slice of the profits from the hit spiderman movies  many marvel at the man who gave his characters extraordinary powers and everyday headaches  a formula which revolutionised comics born in  to poor workingclass jewish immigrants from romania stan lieberman got a job in timely publications a company owned by a relative he was assigned to the comics division and  thanks to a fertile imagination  rose to editor by the age of  for more than  years he was the ultimate hack  knocking out crime stories horrors westerns anything to sate the appetite of his juvenile readership words of more than two syllables were discouraged characters were either all good or bad with no shades of grey so embarrassed was lieberman by much of what he was writing that he refused to put his real name on the byline he assumed the dumb name stan lee now legally adopted  by the time he was  lee had decided he was too old for the comic game his britishborn wife joan suggested he had nothing to lose and for his swansong should write the kind of characters he really wanted to create after a rival comic had come up with a superteam consisting of batman superman and wonder woman timely needed to respond  lees answer in  was the fantastic four  a team of astronauts who gained super powers after being bombarded with cosmic rays they were to change lees life and the comics industry forever lee gave each character individual everyday teenage problems such as dandruff ingrown toenails and acne they would frequently fall out with their parents and each other the fan letters poured in without immediately knowing it stan lee had ushered in the golden age of comics and his imagination was rekindled his marvel universe spawned the new title of marvel comics soon after nerdy peter parker was transformed  after a bite from an irradiated spider  into someone who could crawl up the sides of new yorks skyscrapers spiderman was born he was to become an icon of modern popular culture spidey as he is affectionately known had quite extraordinary powers  yet he had problems at work at home and with his girlfriends at last the teenager was no longer just the sidekick but the main hero and the hero was no longer just brawn he had brains too  just because hes a hero and has super powers doesnt mean he doesnt have problems stan lee told the bbc the incredible hulk the mighty thor iron man and the rest all grappled with problems like drug abuse bigotry and social inequality radically lee gave the artists responsible for the comic designs credits for their work jack kirby frank miller john romitaand and others achieved cult status in their own right other superheroes broke new ground in other ways daredevil was blind black panther was black and silver surfer pondered the state of humanity lees influence remains some years ago the marvel hero northstar came out of the closet in its heyday marvel was selling  million copies a year until he retired from editing in  stan lee wrote all the copy for marvels covers  in  his stan lee media venture aimed at marrying comicstrips with the internet went spectacularly wrong lee went bankrupt and his business partner landed in prison for fraud in  though he started a new company entitled pow purveyors of wonder entertainment which is currently developing films and television programmes his latest project is a superhero based on a real person  jay j armes who has metal claws after losing both hands aged  and fights crime with a tiger but his yearold creations are still as enduring as ever  with xmen the hulk and daredevil have all been turned into hollywood action movies in the last five years but spiderman has been the biggest box office hit with the  original and its  sequel taking almost bn m in ticket sales around the world  before dvd and merchandise sales are counted it seems stan lee is as indestructible as his heroes ,book
new harry potter tops book chart  harry potter and the halfblood prince has topped amazons book chart less than  hours after its release date   july  was announced  thousands of customers placed preorders on the amazoncouk website for the sixth book in the series rowling revealed she had completed the novel on tuesday ahead of the scheduled announcement on  december it will be published simultaneously in the uk the us canada australia new zealand and south africa jk rowlings fifth book in the wizard series harry potter and order of the phoenix was amazons largest preordered item ever with  copies preordered prior to its release in june  customers who preorder harry potter and the halfblood prince avoid standing in long queues at bookshops on the day of the books release next july the fact that the book has already hit number one in our hot  books chart shows how incredibly excited customers are about the sixth harry potter said amazons robin terrell  harry potter and the halfblood prince takes up the story of harry potters sixth year at hogwarts school of witchcraft and wizardry as lord voldemort grows stronger rowling has already revealed that the halfblood prince is neither harry nor voldemort and she added that the opening chapter of the book had been brewing in her mind for  years rowling said she had plenty of time while pregnant to tinker with the manuscript to my satisfaction and i am as happy as i have ever been with the end result she also previously revealed that a character will be killed in the sixth book but she has given no hints as to who it might be following publication of the sixth book just one novel remains to complete the series ,book
da vinci code is lousy history  the plot of an international bestseller that thousands of readers are likely to receive as a christmas present is laughable a clergyman has said  the da vinci code claims jesus was not crucified but married mary magdalene and died a normal death it claims this was later covered up by the church the bishop of durham the rt rev dr tom wright described the novel as a great thriller but lousy history the book has sold more than seven million copies worldwide despite enjoying dan browns conspiracy theory the bishop said there was a lack of evidence to back up its claims  writing his christmas message in the northern echo the bishop said conspiracy theories are always fun  fun to invent fun to read fun to fantasise about dan brown is the best writer ive come across in the genre but anyone who knows anything about st century history will see that this underlying material is laughable a great deal of credible evidence proves the biblical version of jesus life was true according to the bishop the evidence for jesus and the origins of christianity is astonishingly good he said we have literally a hundred times more early manuscripts for the gospels and letters in the new testament than we have for the main classical authors like cicero virgil and tacitus  historical research shows that they present a coherent and thoroughly credible picture of jesus with all sorts of incidental details that fit the time when he lived and dont fit the world of later legend browns book has become a publishing phenomenon consistently topping book charts in the uk and us the da vinci code has been translated into  languages and has spawned its own cottage industry of publications including guides on to how to read the book rebuttals and counter claims the book which has become an international bestseller in little over two years is set to be made into a film starring tom hanks ,book
